Node,Betweenness,Indegree,Closeness,PageRank
0,0.0,0.056179775280898875,0.41013824884792627,0.01093968369187994
1,0.012067938587346146,0.14606741573033707,0.4734042553191489,0.010125027690767119
2,0.0002553626149131767,0.07865168539325842,0.4258373205741627,0.02588772427182104
3,0.0005107252298263534,0.07865168539325842,0.4635416666666667,0.022395674800982996
4,0.012002042900919305,0.06741573033707865,0.4063926940639269,0.007105869356905518
5,0.032558733401430034,0.06741573033707865,0.3755274261603376,0.007820144341967596
6,0.009193054136874362,0.3595505617977528,0.577922077922078,0.018014115656735424
7,0.05426455566905005,0.5955056179775281,0.6953125,0.019821877128073668
8,0.6433030900416008,0.348314606741573,0.577922077922078,0.004641506933576511
9,0.01876915219611849,0.1348314606741573,0.47593582887700536,0.00567018370549097
10,0.016464787340681106,0.1348314606741573,0.48633879781420764,0.007637329860062554
11,0.007916241062308479,0.1348314606741573,0.46842105263157896,0.008390236808134242
12,0.0,0.14606741573033707,0.4810810810810811,0.01649893286214006
13,0.0,0.0449438202247191,0.4427860696517413,0.010160860816250592
14,0.0,0.0449438202247191,0.4063926940639269,0.007888136928276517
15,0.004038082562086647,0.056179775280898875,0.388646288209607,0.006201849913001803
16,0.0,0.056179775280898875,0.3991031390134529,0.016233427646454978
17,0.0,0.06741573033707865,0.4472361809045226,0.008404975826860285
18,0.0,0.0898876404494382,0.3755274261603376,0.01825087883923353
19,0.0012768130745658835,0.06741573033707865,0.356,0.01061544815523381
20,0.04646403913624237,0.056179775280898875,0.41203703703703703,0.004867892257591812
21,0.014947019724148641,0.056179775280898875,0.4158878504672897,0.004118795802791796
22,0.0,0.16853932584269662,0.48633879781420764,0.01943205849005919
23,0.009959141981613892,0.14606741573033707,0.48633879781420764,0.01248818837407007
24,0.07501652346331791,0.3595505617977528,0.5894039735099338,0.0065149152067982994
25,0.00012768130745658836,0.056179775280898875,0.41013824884792627,0.00704024471298966
26,0.011235955056179775,0.14606741573033707,0.47593582887700536,0.00833519986396818
27,0.03624736828260833,0.14606741573033707,0.47593582887700536,0.005660756916711406
28,0.0,0.06741573033707865,0.3662551440329218,0.02068954509630234
29,0.0002553626149131767,0.07865168539325842,0.3603238866396761,0.010091578487286375
30,0.0006384065372829418,0.056179775280898875,0.4063926940639269,0.012539342793187639
31,0.0003830439223697651,0.056179775280898875,0.36929460580912865,0.008679497545349349
32,0.0,0.06741573033707865,0.33458646616541354,0.012515323846777702
33,0.0003830439223697651,0.06741573033707865,0.33584905660377357,0.00928796529016722
34,0.0,0.11235955056179775,0.478494623655914,0.006568058411703137
35,0.0,0.033707865168539325,0.4427860696517413,0.005476077554037211
36,0.0,0.1797752808988764,0.483695652173913,0.012570215382847406
37,0.005777901589954704,0.29213483146067415,0.5235294117647059,0.01186281965650986
38,0.0,0.348314606741573,0.5668789808917197,0.010996522711647664
39,0.0,0.5842696629213483,0.6846153846153846,0.012543719020581663
40,0.0553433443138999,0.348314606741573,0.5632911392405063,0.0073218464695154264
41,0.269975025720734,0.3595505617977528,0.577922077922078,0.006953879491540418
42,0.0,0.33707865168539325,0.5668789808917197,0.012188241688901471
43,0.0,0.15730337078651685,0.47593582887700536,0.008940163086120802
44,0.0,0.3258426966292135,0.5632911392405063,0.009793667741465194
45,0.00039055458751427024,0.33707865168539325,0.5705128205128205,0.007370750711643266
46,0.0,0.33707865168539325,0.559748427672956,0.015505750437089435
47,0.0,0.5955056179775281,0.6846153846153846,0.013083159001465368
48,0.010980592441266599,0.33707865168539325,0.5668789808917197,0.010096450923608773
49,0.012487374304279309,0.348314606741573,0.5705128205128205,0.012589735989386864
50,0.04558222676200204,0.16853932584269662,0.489010989010989,0.017924720838788696
51,0.0,0.14606741573033707,0.4587628865979381,0.010170960469772776
52,0.0,0.33707865168539325,0.559748427672956,0.010493548050449516
53,0.34148595251365277,0.348314606741573,0.5668789808917197,0.007968633172675736
54,0.0,0.1348314606741573,0.45408163265306123,0.0163647873006621
55,0.0,0.12359550561797752,0.4517766497461929,0.01301820040093442
56,0.02480535722364119,0.07865168539325842,0.3803418803418803,0.016532663396121222
57,0.0015321756894790604,0.07865168539325842,0.3852813852813853,0.010201676493136651
58,0.03898980587565879,0.15730337078651685,0.483695652173913,0.010447242527577035
59,0.0,0.056179775280898875,0.4158878504672897,0.005843744597227808
60,0.0,0.15730337078651685,0.4734042553191489,0.01733873475549519
61,0.0006384065372829418,0.348314606741573,0.5705128205128205,0.006006149750208545
62,0.0,0.348314606741573,0.5741935483870968,0.009439232481807553
63,0.011108273748723188,0.14606741573033707,0.47593582887700536,0.006559205997439573
64,0.0,0.3595505617977528,0.5705128205128205,0.008701063584691164
65,0.0,0.348314606741573,0.5668789808917197,0.006737315052466578
66,0.012129724208375894,0.0898876404494382,0.4238095238095238,0.01604179441373491
67,0.016017502387522815,0.10112359550561797,0.4258373205741627,0.0123397405205761
68,0.04789070168283651,0.10112359550561797,0.356,0.0066638156370162575
69,0.0011491317671092952,0.06741573033707865,0.36929460580912865,0.004830702235635042
70,0.0007660878447395302,0.06741573033707865,0.419811320754717,0.008335385506758898
71,0.0035597240972624015,0.16853932584269662,0.489010989010989,0.009540095315247665
72,0.07237930041811554,0.11235955056179775,0.4810810810810811,0.011137935602618854
73,0.018576435556033426,0.11235955056179775,0.483695652173913,0.010538425510945379
74,0.011235955056179775,0.5955056179775281,0.7007874015748031,0.01667536078674182
75,0.05400919305413687,0.5842696629213483,0.6953125,0.0049222403644567005
76,0.05842351667172914,0.1348314606741573,0.4218009478672986,0.013672085739660377
77,0.025895591044978176,0.11235955056179775,0.489010989010989,0.011014557961582438
78,2.746451464510274,0.348314606741573,0.5705128205128205,0.01803927540701939
79,11.239498440552477,0.5955056179775281,0.689922480620155,0.003136523759293205
80,0.0,0.056179775280898875,0.3869565217391304,0.01699199015963935
81,0.019662921348314606,0.1348314606741573,0.48633879781420764,0.013690632534901003
82,0.020045965270684373,0.07865168539325842,0.4362745098039216,0.011194068906354106
83,0.0029935666541225387,0.06741573033707865,0.4362745098039216,0.008646901934277756
84,0.010980592441266599,0.14606741573033707,0.4587628865979381,0.019486691227041636
85,0.0,0.11235955056179775,0.4405940594059406,0.017878112760311187
86,0.18499117956985087,0.5842696629213483,0.6846153846153846,0.005519477860251094
87,0.03102655771195097,0.550561797752809,0.664179104477612,0.0053428700443941156
88,0.0,0.5730337078651685,0.6793893129770993,0.01790149340385957
89,0.0,0.348314606741573,0.5668789808917197,0.013885695342264543
